rmrecnbr,bldrecnbr,bld_descrshort,bld_descr50,floor,rmnbr,rmsqrft,rmstationcnt,deptid,rmtyp,rmsubtyp,rmtyp_descrshort,rmsubtyp_descrshort,dept_descr,falist,occlist,occdeptlist,grantdtlist,rmfnclist,fa_avail,fa_reserve,fa_na,refreshed_at,MGIS-Color
2188980,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2F471H,63,2,317500,310,00,Office,Office,MM Clinical Lab Admin,,jiwaterb-STFC,MM Clinical Lab Admin (317500) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099560,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2F478C,66,0,000500,030,02,Mechanical,Comm,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099561,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2F478E,49,0,000500,030,03,Mechanical,ElectEquip,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099563,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2F480A,71,0,000500,020,06,Circulat'n,LobbyVest,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099564,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2F480X,100,0,000500,020,07,Circulat'n,Stair,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099565,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G004V,189,0,000500,030,05,Mechanical,VertShaft,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099566,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G004X,241,0,000500,020,04,Circulat'n,Elevator,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099567,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G008V,339,0,000500,030,05,Mechanical,VertShaft,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099568,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G012X,315,0,000500,020,04,Circulat'n,Elevator,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099569,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G016X,120,0,000500,020,04,Circulat'n,Elevator,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099570,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G029V,35,0,000500,030,05,Mechanical,VertShaft,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099571,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G100X,293,0,000500,020,07,Circulat'n,Stair,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2100751,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G100Z,1761,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099572,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G102,375,0,000500,020,06,Circulat'n,LobbyVest,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099573,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G110,1059,0,000500,020,05,Circulat'n,Escalator,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099574,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G112,425,0,317500,860,08,DiagSrvLab,PatholLab,MM Clinical Lab Admin,,,MM Path Reference Tests (317540) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099575,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G114,71,2,317500,310,16,Office,FlexOffice,MM Clinical Lab Admin,,,MM Path Reference Tests (317540) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099576,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G116,80,1,317500,310,16,Office,FlexOffice,MM Clinical Lab Admin,,,MM Path Reference Tests (317540) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099577,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G201T,225,0,000500,040, ,PubRestRm, ,Institutional Org,,,,,Public Restroom(0040) - 100%,0,0,0,,
2099578,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G203J,30,0,000500,010,02,Custodial,JanClos,Institutional Org,,,,,Custodial Area(0010) - 100%,0,0,0,,
2099579,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G205T,222,0,000500,040, ,PubRestRm, ,Institutional Org,,,,,Public Restroom(0040) - 100%,0,0,0,,
2099580,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G207,271,18,313411,350,00,Conference,Conference,MM Facilities Administration,,,MM Investigations (313652) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099581,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G209,264,18,313411,350,00,Conference,Conference,MM Facilities Administration,,,MM Investigations (313652) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099582,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G250Z,1424,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2190881,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G300E,3,0,000500,030,03,Mechanical,ElectEquip,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099583,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G300Z,670,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099584,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G302,88,0,317500,315,11,Office Svc,DptStorage,MM Clinical Lab Admin,,,MM Path Hemo/Coag Unit Uh (317560) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099585,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G304C,82,0,000500,030,02,Mechanical,Comm,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099586,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G306E,74,0,000500,030,03,Mechanical,ElectEquip,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099587,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G308,305,0,313419,725,01,Shop Serv,StorageRm,MM Environmental Svcs - Admin,,,MM Environmental Svcs - Admin (313419) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099588,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G309,170,0,317500,315,09,Office Svc,DptLounge,MM Clinical Lab Admin,,,MM Surg/Necropsy Path (317600) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2190847,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G310,90,2,317500,310,17,Office,FlxOpnWkSt,MM Clinical Lab Admin,,,MM Clinical Lab Admin (317500) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099589,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G311,1059,0,317500,060,00,Renovation,Alteration,MM Clinical Lab Admin,,,MM Clinical Lab Admin (317500) - 100%,,Alteration Area(0060) - 100%,0,0,0,,
2099590,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G311A,34,0,317500,060,00,Renovation,Alteration,MM Clinical Lab Admin,,,MM Clinical Lab Admin (317500) - 100%,,Alteration Area(0060) - 100%,0,0,0,,
2190848,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G311B,48,0,317500,060,00,Renovation,Alteration,MM Clinical Lab Admin,,,MM Clinical Lab Admin (317500) - 100%,,Alteration Area(0060) - 100%,0,0,0,,
2099594,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G317,274,0,317500,060,00,Renovation,Alteration,MM Clinical Lab Admin,,,MM Clinical Lab Admin (317500) - 100%,,Alteration Area(0060) - 100%,0,0,0,,
2190849,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G317A,68,0,317500,060,00,Renovation,Alteration,MM Clinical Lab Admin,,,MM Clinical Lab Admin (317500) - 100%,,Alteration Area(0060) - 100%,0,0,0,,
2099597,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G321,179,0,315633,845,14,SurgerySvc,AssignCirc,MM Oral Surg Med Inn Clinic,,,MM Oral Surg Med Inn Clinic (315633) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2146572,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G321A,110,0,315633,850,03,Treat/Exam,ExamRm,MM Oral Surg Med Inn Clinic,,,MM Oral Surg Med Inn Clinic (315633) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2146571,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G321B,93,0,315633,850,02,Treat/Exam,DiagTrtmt,MM Oral Surg Med Inn Clinic,,,MM Oral Surg Med Inn Clinic (315633) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2146570,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G321D,365,0,314640,850,18,Treat/Exam,ProcedRm,MM Oper Rooms - Univ Hospital,,,MM Oper Rooms - Univ Hospital (314640) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099599,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G325,642,0,317500,060,00,Renovation,Alteration,MM Clinical Lab Admin,,,MM Pathology Informatics (317490) - 100%,,Alteration Area(0060) - 100%,0,0,0,,
2099600,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G325A,125,0,317500,060,00,Renovation,Alteration,MM Clinical Lab Admin,,,MM Pathology Informatics (317490) - 100%,,Alteration Area(0060) - 100%,0,0,0,,
2099601,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G325B,97,0,317500,060,00,Renovation,Alteration,MM Clinical Lab Admin,,,MM Pathology Informatics (317490) - 100%,,Alteration Area(0060) - 100%,0,0,0,,
2099602,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G328,353,0,317500,060,00,Renovation,Alteration,MM Clinical Lab Admin,,,MM Pathology Blood Bank (317610) - 100%,,Alteration Area(0060) - 100%,0,0,0,,
2124578,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G328A,20,0,317500,060,00,Renovation,Alteration,MM Clinical Lab Admin,,,MM Pathology Blood Bank (317610) - 100%,,Alteration Area(0060) - 100%,0,0,0,,
2190851,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G330,105,0,317500,060,00,Renovation,Alteration,MM Clinical Lab Admin,,,MM Clinical Lab Admin (317500) - 100%,,Alteration Area(0060) - 100%,0,0,0,,
2190850,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G330T,70,0,317500,060,00,Renovation,Alteration,MM Clinical Lab Admin,,,MM Clinical Lab Admin (317500) - 100%,,Alteration Area(0060) - 100%,0,0,0,,
2099605,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G332J,82,5,000500,010,02,Custodial,JanClos,Institutional Org,,,,,Custodial Area(0010) - 100%,0,0,0,,
2099606,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G333T,239,0,317500,060,00,Renovation,Alteration,MM Clinical Lab Admin,,,MM Clinical Lab Admin (317500) - 100%,,Alteration Area(0060) - 100%,0,0,0,,
2099607,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G334,41,0,317500,060,00,Renovation,Alteration,MM Clinical Lab Admin,,,MM Clinical Lab Admin (317500) - 100%,,Alteration Area(0060) - 100%,0,0,0,,
2099608,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G335,218,0,317500,060,00,Renovation,Alteration,MM Clinical Lab Admin,,,MM Clinical Lab Admin (317500) - 100%,,Alteration Area(0060) - 100%,0,0,0,,
2190855,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G335A,9,0,317500,060,00,Renovation,Alteration,MM Clinical Lab Admin,,,MM Clinical Lab Admin (317500) - 100%,,Alteration Area(0060) - 100%,0,0,0,,
2099611,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G338,766,0,317500,315,09,Office Svc,DptLounge,MM Clinical Lab Admin,,,MM Clinical Lab Admin (317500) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099615,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G342,544,0,317500,060,00,Renovation,Alteration,MM Clinical Lab Admin,,,MM Clinical Lab Admin (317500) - 100%,,Alteration Area(0060) - 100%,0,0,0,,
2099618,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G345,493,0,317500,060,00,Renovation,Alteration,MM Clinical Lab Admin,,,MM Clinical Lab Admin (317500) - 100%,,Alteration Area(0060) - 100%,0,0,0,,
2190854,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G345A,56,0,317500,060,00,Renovation,Alteration,MM Clinical Lab Admin,,,MM Clinical Lab Admin (317500) - 100%,,Alteration Area(0060) - 100%,0,0,0,,
2190853,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G345B,51,0,317500,060,00,Renovation,Alteration,MM Clinical Lab Admin,,,MM Clinical Lab Admin (317500) - 100%,,Alteration Area(0060) - 100%,0,0,0,,
2190880,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2G350Z,794,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099623,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2K001X,154,0,000500,020,07,Circulat'n,Stair,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099620,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2K007V,249,0,000500,030,05,Mechanical,VertShaft,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099621,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2K014V,207,0,000500,030,05,Mechanical,VertShaft,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099622,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2K100M,840,0,000500,030,04,Mechanical,MechEquip,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099624,1000316,U HOSP,UNIVERSITY HOSPITAL,02,2K101M,5775,0,000500,030,04,Mechanical,MechEquip,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099625,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3B200X,299,0,000500,020,07,Circulat'n,Stair,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099628,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3B205M,13183,0,000500,030,04,Mechanical,MechEquip,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099629,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3C100,74,0,000500,020,06,Circulat'n,LobbyVest,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099630,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3C100V,300,0,000500,030,05,Mechanical,VertShaft,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099631,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3C100X,332,0,000500,020,07,Circulat'n,Stair,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099632,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3C102,338,0,313411,720,01,Shop,General,MM Facilities Administration,,,MM Maintenance (313422) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099633,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3C210M,15333,0,000500,030,04,Mechanical,MechEquip,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2187288,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3C211,726,0,313411,720,02,Shop,HVAC,MM Facilities Administration,,,MM Maintenance (313422) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099635,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3C220V,10,0,000500,030,05,Mechanical,VertShaft,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099636,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3C220X,10,0,000500,020,07,Circulat'n,Stair,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099637,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3C300,118,0,000500,020,06,Circulat'n,LobbyVest,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099638,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3C300V,318,0,000500,030,05,Mechanical,VertShaft,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099639,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3C300X,288,0,000500,020,07,Circulat'n,Stair,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2122497,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3D200X,245,0,000500,020,07,Circulat'n,Stair,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099641,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3D215M,12817,0,000500,030,04,Mechanical,MechEquip,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099642,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3E100,90,0,000500,020,06,Circulat'n,LobbyVest,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099643,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3E100X,277,0,000500,020,07,Circulat'n,Stair,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099644,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3E102,359,0,313411,720,01,Shop,General,MM Facilities Administration,,,MM Maintenance (313422) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099645,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3E102V,223,0,000500,030,05,Mechanical,VertShaft,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099646,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3E220M,11108,0,000500,030,04,Mechanical,MechEquip,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2122498,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3E220T,46,1,313411,315,06,Office Svc,AsgnToilet,MM Facilities Administration,,,MM Maintenance (313422) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099648,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3E225E,1456,0,000500,030,03,Mechanical,ElectEquip,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2178186,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3E226E,249,0,000500,030,03,Mechanical,ElectEquip,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099650,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3E230,1388,0,313411,720,03,Shop,Electrical,MM Facilities Administration,,,MM Maintenance (313422) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099651,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3E230A,129,1,313411,310,00,Office,Office,MM Facilities Administration,,tsinclai-STFS,MM Maintenance (313422) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2099652,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3E300X,289,0,000500,020,07,Circulat'n,Stair,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099653,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3E301,113,0,000500,020,06,Circulat'n,LobbyVest,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2099654,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3E301V,312,0,000500,030,05,Mechanical,VertShaft,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099655,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3F300E,641,0,000500,030,03,Mechanical,ElectEquip,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099656,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3F301E,1753,0,000500,030,03,Mechanical,ElectEquip,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099657,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3G300E,641,0,000500,030,03,Mechanical,ElectEquip,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099658,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3G301E,1754,0,000500,030,03,Mechanical,ElectEquip,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099659,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3G303E,164,0,000500,030,03,Mechanical,ElectEquip,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2099660,1000316,U HOSP,UNIVERSITY HOSPITAL,03,3K100X,163,0,000500,020,07,Circulat'n,Stair,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2096767,1000316,U HOSP,UNIVERSITY HOSPITAL,04,4000A,388,0,000500,020,06,Circulat'n,LobbyVest,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2096768,1000316,U HOSP,UNIVERSITY HOSPITAL,04,4000X,300,0,000500,020,07,Circulat'n,Stair,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2096769,1000316,U HOSP,UNIVERSITY HOSPITAL,04,4000Z,730,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2096770,1000316,U HOSP,UNIVERSITY HOSPITAL,04,4001X,286,0,000500,020,04,Circulat'n,Elevator,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2096771,1000316,U HOSP,UNIVERSITY HOSPITAL,04,4003T,29,0,000500,040, ,PubRestRm, ,Institutional Org,,,,,Public Restroom(0040) - 100%,0,0,0,,
2096772,1000316,U HOSP,UNIVERSITY HOSPITAL,04,4004X,198,0,000500,020,04,Circulat'n,Elevator,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2096773,1000316,U HOSP,UNIVERSITY HOSPITAL,04,4005,227,5,316016,310,00,Office,Office,MM OH Care Mgt Admin,,lindaco-STFA; tominaam-STFA,MM OH Care Mgt (314241) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2096774,1000316,U HOSP,UNIVERSITY HOSPITAL,04,4006T,51,0,000500,040, ,PubRestRm, ,Institutional Org,,,,,Public Restroom(0040) - 100%,0,0,0,,
2096775,1000316,U HOSP,UNIVERSITY HOSPITAL,04,4007,146,5,316016,310,00,Office,Office,MM OH Care Mgt Admin,,bmarnall-STFA; marsdenj-STFA; fragaje-STFA; rakowski-STFA; teubpatr-STFA,MM OH Care Mgt (314241) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2096776,1000316,U HOSP,UNIVERSITY HOSPITAL,04,4008,147,1,316023,310,00,Office,Office,MM  Nsg OH CNE,,rebrown-STFC,MM Epilepsy Laboratory (315413) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2096777,1000316,U HOSP,UNIVERSITY HOSPITAL,04,4008X,334,0,000500,020,04,Circulat'n,Elevator,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2096778,1000316,U HOSP,UNIVERSITY HOSPITAL,04,4009,139,3,316023,310,00,Office,Office,MM  Nsg OH CNE,,bennla-STFC; laukruse-STFC,MM UH CVC 4B (316008) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2096779,1000316,U HOSP,UNIVERSITY HOSPITAL,04,4010,264,0,312010,635,04,FoodFacSvc,FoodStPrep,MM Patient Food/Nutr Svcs,,,Enteral Products AH (312080) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2163397,1000316,U HOSP,UNIVERSITY HOSPITAL,04,4010Z,329,0,000500,020,01,Circulat'n,PubCorr,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2096780,1000316,U HOSP,UNIVERSITY HOSPITAL,04,4012X,300,0,000500,020,04,Circulat'n,Elevator,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2096781,1000316,U HOSP,UNIVERSITY HOSPITAL,04,4015V,79,0,000500,030,05,Mechanical,VertShaft,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2096782,1000316,U HOSP,UNIVERSITY HOSPITAL,04,4015X,116,0,000500,020,04,Circulat'n,Elevator,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2096783,1000316,U HOSP,UNIVERSITY HOSPITAL,04,4016V,86,0,000500,030,05,Mechanical,VertShaft,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2096784,1000316,U HOSP,UNIVERSITY HOSPITAL,04,4016X,119,0,000500,020,04,Circulat'n,Elevator,Institutional Org,,,,,Circulation Area(0020) - 100%,0,0,0,,
2096785,1000316,U HOSP,UNIVERSITY HOSPITAL,04,4017V,95,0,000500,030,05,Mechanical,VertShaft,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2096786,1000316,U HOSP,UNIVERSITY HOSPITAL,04,4018V,97,0,000500,030,05,Mechanical,VertShaft,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2096787,1000316,U HOSP,UNIVERSITY HOSPITAL,04,4019V,75,0,000500,030,05,Mechanical,VertShaft,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2096788,1000316,U HOSP,UNIVERSITY HOSPITAL,04,4020,110,0,316023,730,02,CenStorage,MultiPrps,MM  Nsg OH CNE,,,MM UH CVC 4A (316350) - 100%,,Other Institutional Activities(1302) - 100%,0,0,0,,
2096789,1000316,U HOSP,UNIVERSITY HOSPITAL,04,4020V,87,0,000500,030,05,Mechanical,VertShaft,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2096790,1000316,U HOSP,UNIVERSITY HOSPITAL,04,4022V,109,0,000500,030,05,Mechanical,VertShaft,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2096791,1000316,U HOSP,UNIVERSITY HOSPITAL,04,4023V,68,0,000500,030,05,Mechanical,VertShaft,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2096792,1000316,U HOSP,UNIVERSITY HOSPITAL,04,4024V,12,0,000500,030,05,Mechanical,VertShaft,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
2096793,1000316,U HOSP,UNIVERSITY HOSPITAL,04,4029V,61,0,000500,030,05,Mechanical,VertShaft,Institutional Org,,,,,Mechanical Area(0030) - 100%,0,0,0,,
